100,0,青岛尿啤有点骚………,聪明的果爸,05-19 06:27
3856,2,中美瑞士谈判后A股市场将如何演绎？投资主线有哪些？十大券商策略来了,金山办公资讯,05-18 09:12
1037,0,提升品牌形象 贡献专业力量（中国品牌日）,农业银行资讯,05-19 05:44
212,1,73.56感谢主力放我粗来,翻滚吧新仔,05-18 09:39
256,1,把筹码都交出来,股友1581NF5777,05-17 01:44
274,1,黎明前的黑暗,江南未寒79,05-17 03:08
195,2,要求不高,zjg扬,05-18 04:10
421,2,巴菲特大举增持啤酒股，你们看着办吧,股友N7erri,05-17 06:11
217,1,中央气象台预计，今天到21日，黄淮中西部、河北南部、关中盆地等地部分地区将出现高,风轻云淡63768,05-18 03:25
167,0,这玩意就没涨停过啊,今天小太阳,05-18 04:42
93,0,青岛啤酒本周融资净买入3475.02万元，居酿酒行业板块第一,大眼看两融,05-18 03:09
125,2,青岛啤酒：融资净买入981.36万元，融资余额3.33亿元（05-16）,青岛啤酒资讯,05-17 07:50
280,3,国泰海通维持青岛啤酒增持评级 目标价92.3元,公司研报提示,05-16 08:59
297,1,周一食品饮料调整到位.开启大涨.74元见,股友Z026591Y19,05-17 07:20
621,10,还没见底，不要急，我盘他3年了,N啤忠实铁粉,05-16 09:10
8824,33,酒业迈入降本增效周期：三大啤酒企业去年减员超千人 白酒公司高管集体降薪,华润啤酒资讯,05-10 09:07
277,2,兄弟们，我77.8的本，今年还能解套么？,相互的韦香秀3,05-17 10:43
257,0,每天都不停的下探，非常不妙啊。我的成本也不是很高，但是感觉山东的股票，青岛啤酒，,愿赌服输188,05-16 08:46
244,1,为什么比关税4月7日还低，为什么走的没有燕京珠江好，市盈率比那两货还低，就是要散,基民jRsgkQ,05-16 05:11
180,0,真垃圾东西！,雾里看花客,05-16 06:48
226,3,港股好歹还涨了一个点，为啥你天天新低？,相互的韦香秀3,05-16 12:31
138,0,山东没好票，全是坑,目标一百万,05-16 10:33
176,0,苦涩的啤酒,堪破痴迷,05-16 03:41
180,0,港股红两个多点，你竟然还绿近一个点，到底是为啥？,相互的韦香秀3,05-16 03:29
178,0,棕啤即将横空出世,东方可燃冰,05-16 02:58
262,0,好啊，月线年线全部跌破了，开始加速向下寻底了！,哆啦A梦来炒股,05-16 02:51
159,0,阴跌真勾啊,股友hnOSvz,05-16 02:45
162,0,天气热了，该喝啤酒了,股友2c96553v65,05-16 02:42
154,0,都是小单在出货,有礼貌的兰津4,05-16 02:36
272,10,74.4的成本，感觉是天花板了,成都小明,05-16 09:39
149,0,抄底吧，钱会加倍,穷人的孩子早出家1,05-16 02:25
897,3,抄底青岛啤酒的时机到了！坐等财富爆发,满仓组合,05-15 10:10
156,0,估计又让人撒上niao了,股友dUG7ej,05-16 02:10
207,0,伯克希尔本季度最大的买入是啤酒制造商星座品牌公司（ConstellationBr,什么位置上下车,05-16 02:07
155,0,五穷六绝七翻身,stalkerwang,05-16 01:59
179,1,饮料收了，黄酒收了，啥时候把青食饼干收了,拉几饼干,05-16 11:56
160,0,2月打压吸筹，3月拉升，4月出货,股友9959DM7599,05-16 12:57
17553,1,青啤6.6亿“喝”黄酒，能否酿出“第二春”？,酒周志,05-15 09:58
128,1,还得继续跌下去，无止尽。山东的股票不能碰，再去看看玲珑轮胎，一个熊样,愿赌服输188,05-16 09:43
493,10,80到82块的时候反复提醒任何反弹皆为卖点需要调整时间约为1个月,N啤忠实铁粉,04-29 09:42
1066,4,青岛啤酒营收下滑，净利润明显“失速”！高端化战略遇阻，6.6亿收购黄酒能否破局？,青岛啤酒资讯,05-15 05:17
156,0,等待重回3400,相思先生,05-16 11:25
158,2,慌什么？跌了你就买！涨了你就卖！套了你就拿！,一梦照大千,05-16 10:53
154,1,连跌6周，触目惊心,慌个啥,05-16 11:04
142,0,违背精神,股友M3GOwU,05-16 11:13
